partida_id,rodata,data,hora,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado,ano,mes,dia_semana,tipo_resultado,diferenca_gols,total_gols,foi_equilibrado,foi_goleada,mandante_chutes,mandante_chutes_no_alvo,mandante_posse_de_bola,mandante_passes,mandante_precisao_passes,mandante_faltas,mandante_cartao_amarelo,mandante_cartao_vermelho,mandante_impedimentos,mandante_escanteios,visitante_chutes,visitante_chutes_no_alvo,visitante_posse_de_bola,visitante_passes,visitante_precisao_passes,visitante_faltas,visitante_cartao_amarelo,visitante_cartao_vermelho,visitante_impedimentos,visitante_escanteios,gols_contra,total_gols_registrados,gols_penalty,total_cartoes_amarelos,total_cartoes,total_cartoes_vermelhos
2396,7,2008-06-22,18:10,Nautico,Atletico-MG,Nautico,Arruda,2,1,PE,MG,2008,6,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2397,8,2008-06-28,18:20,Vasco,Ipatinga,Vasco,São Januário,4,2,RJ,MG,2008,6,Saturday,Vitória Mandante,2,6,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2398,8,2008-06-28,18:20,Vitoria,Goias,Vitoria,Barradão,3,0,BA,GO,2008,6,Saturday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2399,8,2008-06-28,18:20,Portuguesa,Santos,-,Canindé,0,0,SP,SP,2008,6,Saturday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2400,8,2008-06-29,16:00,Cruzeiro,Sao Paulo,-,Mineirão,1,1,MG,SP,2008,6,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2401,8,2008-06-29,16:00,Figueirense,Atletico-MG,-,Orlando Scarpelli,1,1,SC,MG,2008,6,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2402,8,2008-06-29,16:00,Sport,Flamengo,Flamengo,Ilha do Retiro,1,2,PE,RJ,2008,6,Sunday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2403,8,2008-06-29,16:00,Athletico-PR,Coritiba,-,Kyocera Arena,1,1,PR,PR,2008,6,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2404,8,2008-06-29,18:10,Gremio,Internacional,-,Olímpico,1,1,RS,RS,2008,6,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2405,8,2008-06-29,18:10,Fluminense,Botafogo-RJ,-,Maracanã,0,0,RJ,RJ,2008,6,Sunday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2406,8,2008-06-29,18:10,Palmeiras,Nautico,Palmeiras,Palestra Itália,2,0,SP,PE,2008,6,Sunday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2407,9,2008-07-05,18:10,Sport,Cruzeiro,Sport,Ilha do Retiro,1,0,PE,MG,2008,7,Saturday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2408,9,2008-07-05,18:10,Athletico-PR,Santos,Athletico-PR,Kyocera Arena,1,0,PR,SP,2008,7,Saturday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2409,9,2008-07-05,18:10,Flamengo,Nautico,Flamengo,Maracanã,3,0,RJ,PE,2008,7,Saturday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2410,9,2008-07-06,16:00,Figueirense,Vasco,Figueirense,Orlando Scarpelli,2,1,SC,RJ,2008,7,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2411,9,2008-07-06,16:00,Portuguesa,Vitoria,Vitoria,Canindé,1,2,SP,BA,2008,7,Sunday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2412,9,2008-07-06,16:00,Atletico-MG,Palmeiras,-,Mineirão,1,1,MG,SP,2008,7,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2413,9,2008-07-06,16:00,Internacional,Coritiba,Internacional,Beira Rio,3,0,RS,PR,2008,7,Sunday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2414,9,2008-07-06,18:10,Botafogo-RJ,Gremio,Botafogo-RJ,Engenhão,2,0,RJ,RS,2008,7,Sunday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2415,9,2008-07-06,18:10,Sao Paulo,Ipatinga,-,Morumbi,1,1,SP,MG,2008,7,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2416,9,2008-07-06,18:10,Goias,Fluminense,Goias,Serra Dourada,1,0,GO,RJ,2008,7,Sunday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2417,11,2008-07-06,16:00,Sao Paulo,Palmeiras,Sao Paulo,Morumbi,2,1,SP,SP,2008,7,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2418,11,2008-07-06,16:00,Cruzeiro,Atletico-MG,Cruzeiro,Mineirão,2,1,MG,MG,2008,7,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2419,11,2008-07-06,16:00,Athletico-PR,Internacional,-,Kyocera Arena,1,1,PR,RS,2008,7,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2420,11,2008-07-06,16:00,Santos,Botafogo-RJ,-,Vila Belmiro,2,2,SP,RJ,2008,7,Sunday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2421,11,2008-07-06,16:00,Ipatinga,Figueirense,Figueirense,Ipatingão,0,1,MG,SC,2008,7,Sunday,Vitória Visitante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2422,11,2008-07-06,18:10,Gremio,Portuguesa,Gremio,Olímpico,2,1,RS,SP,2008,7,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2423,11,2008-07-06,18:10,Nautico,Sport,Sport,Aflitos,0,2,PE,PE,2008,7,Sunday,Vitória Visitante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2424,11,2008-07-06,18:10,Flamengo,Vasco,Flamengo,Maracanã,3,1,RJ,RJ,2008,7,Sunday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2427,10,2008-07-09,19:30,Internacional,Goias,Internacional,Beira Rio,1,0,RS,GO,2008,7,Wednesday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2428,10,2008-07-09,19:30,Coritiba,Portuguesa,Coritiba,Couto Pereira,4,0,PR,SP,2008,7,Wednesday,Vitória Mandante,4,4,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2429,10,2008-07-09,20:30,Fluminense,Athletico-PR,Fluminense,Maracanã,3,0,RJ,PR,2008,7,Wednesday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2430,10,2008-07-09,20:30,Vitoria,Botafogo-RJ,Vitoria,Barradão,5,2,BA,RJ,2008,7,Wednesday,Vitória Mandante,3,7,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2431,10,2008-07-09,21:45,Atletico-MG,Flamengo,-,Mineirão,1,1,MG,RJ,2008,7,Wednesday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2432,10,2008-07-09,21:45,Santos,Gremio,-,Vila Belmiro,1,1,SP,RS,2008,7,Wednesday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2433,10,2008-07-09,21:45,Nautico,Sao Paulo,Nautico,Aflitos,2,1,PE,SP,2008,7,Wednesday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2434,10,2008-07-10,20:30,Palmeiras,Figueirense,-,Palestra Itália,1,1,SP,SC,2008,7,Thursday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2435,10,2008-07-10,20:30,Ipatinga,Cruzeiro,-,Ipatingão,2,2,MG,MG,2008,7,Thursday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2436,10,2008-07-10,20:30,Vasco,Sport,Vasco,São Januário,4,0,RJ,PE,2008,7,Thursday,Vitória Mandante,4,4,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2425,11,2008-07-12,18:10,Fluminense,Vitoria,Fluminense,Maracanã,2,1,RJ,BA,2008,7,Saturday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2426,11,2008-07-12,18:10,Goias,Coritiba,-,Serra Dourada,2,2,GO,PR,2008,7,Saturday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2437,12,2008-07-16,19:30,Sport,Gremio,-,Ilha do Retiro,2,2,PE,RS,2008,7,Wednesday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2438,12,2008-07-16,19:30,Botafogo-RJ,Ipatinga,Botafogo-RJ,Engenhão,4,0,RJ,MG,2008,7,Wednesday,Vitória Mandante,4,4,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2439,12,2008-07-16,20:30,Figueirense,Santos,Figueirense,Orlando Scarpelli,3,0,SC,SP,2008,7,Wednesday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2440,12,2008-07-16,20:30,Portuguesa,Nautico,Portuguesa,Canindé,3,2,SP,PE,2008,7,Wednesday,Vitória Mandante,1,5,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2441,12,2008-07-16,21:45,Cruzeiro,Athletico-PR,Cruzeiro,Mineirão,1,0,MG,PR,2008,7,Wednesday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2442,12,2008-07-16,21:45,Palmeiras,Fluminense,Palmeiras,Palestra Itália,3,1,SP,RJ,2008,7,Wednesday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2443,12,2008-07-16,21:45,Vitoria,Sao Paulo,Sao Paulo,Barradão,1,3,BA,SP,2008,7,Wednesday,Vitória Visitante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2444,12,2008-07-17,20:30,Vasco,Goias,-,São Januário,1,1,RJ,GO,2008,7,Thursday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2445,12,2008-07-17,20:30,Internacional,Atletico-MG,Internacional,Beira Rio,1,0,RS,MG,2008,7,Thursday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2446,12,2008-07-17,20:30,Coritiba,Flamengo,Coritiba,Couto Pereira,1,0,PR,RJ,2008,7,Thursday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2447,14,2008-07-17,20:30,Palmeiras,Santos,Palmeiras,Palestra Itália,4,2,SP,SP,2008,7,Thursday,Vitória Mandante,2,6,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2448,14,2008-07-17,20:30,Figueirense,Gremio,Gremio,Orlando Scarpelli,1,7,SC,RS,2008,7,Thursday,Vitória Visitante,6,8,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2449,14,2008-07-17,20:30,Sport,Athletico-PR,Sport,Ilha do Retiro,1,0,PE,PR,2008,7,Thursday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2457,13,2008-07-19,18:20,Ipatinga,Portuguesa,Ipatinga,Ipatingão,4,1,MG,SP,2008,7,Saturday,Vitória Mandante,3,5,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2458,13,2008-07-19,18:20,Fluminense,Figueirense,Fluminense,Maracanã,1,0,RJ,SC,2008,7,Saturday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2459,13,2008-07-19,18:20,Gremio,Cruzeiro,Gremio,Olímpico,1,0,RS,MG,2008,7,Saturday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2460,13,2008-07-20,16:00,Athletico-PR,Vasco,Athletico-PR,Kyocera Arena,3,1,PR,RJ,2008,7,Sunday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2461,13,2008-07-20,16:00,Goias,Palmeiras,Goias,Serra Dourada,3,2,GO,SP,2008,7,Sunday,Vitória Mandante,1,5,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2462,13,2008-07-20,16:00,Santos,Sport,Santos,Vila Belmiro,1,0,SP,PE,2008,7,Sunday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2463,13,2008-07-20,16:00,Nautico,Internacional,-,Aflitos,1,1,PE,RS,2008,7,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2464,13,2008-07-20,18:10,Flamengo,Vitoria,Vitoria,Maracanã,0,1,RJ,BA,2008,7,Sunday,Vitória Visitante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2465,13,2008-07-20,18:10,Sao Paulo,Botafogo-RJ,Sao Paulo,Morumbi,2,1,SP,RJ,2008,7,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2466,13,2008-07-20,18:10,Atletico-MG,Coritiba,Atletico-MG,Mineirão,3,2,MG,PR,2008,7,Sunday,Vitória Mandante,1,5,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2450,14,2008-07-23,19:30,Coritiba,Ipatinga,Coritiba,Couto Pereira,1,0,PR,MG,2008,7,Wednesday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2451,14,2008-07-23,19:30,Cruzeiro,Goias,Goias,Mineirão,0,1,MG,GO,2008,7,Wednesday,Vitória Visitante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2452,14,2008-07-23,20:30,Vitoria,Nautico,Vitoria,Barradão,2,0,BA,PE,2008,7,Wednesday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2453,14,2008-07-23,21:50,Vasco,Fluminense,-,São Januário,3,3,RJ,RJ,2008,7,Wednesday,Empate,0,6,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2454,14,2008-07-23,21:50,Internacional,Sao Paulo,Internacional,Beira Rio,2,0,RS,SP,2008,7,Wednesday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2455,14,2008-07-23,21:50,Portuguesa,Flamengo,-,Canindé,2,2,SP,RJ,2008,7,Wednesday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2456,14,2008-07-23,21:50,Botafogo-RJ,Atletico-MG,Botafogo-RJ,Engenhão,4,0,RJ,MG,2008,7,Wednesday,Vitória Mandante,4,4,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2467,15,2008-07-26,18:10,Nautico,Coritiba,Coritiba,Aflitos,1,2,PE,PR,2008,7,Saturday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2468,15,2008-07-26,18:10,Ipatinga,Internacional,Ipatinga,Ipatingão,1,0,MG,RS,2008,7,Saturday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2469,15,2008-07-26,18:10,Fluminense,Cruzeiro,Cruzeiro,Maracanã,1,3,RJ,MG,2008,7,Saturday,Vitória Visitante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2470,15,2008-07-27,16:00,Santos,Vasco,Santos,Vila Belmiro,5,2,SP,RJ,2008,7,Sunday,Vitória Mandante,3,7,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2471,15,2008-07-27,16:00,Gremio,Palmeiras,-,Olímpico,1,1,RS,SP,2008,7,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2472,15,2008-07-27,16:00,Athletico-PR,Figueirense,-,Kyocera Arena,0,0,PR,SC,2008,7,Sunday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2473,15,2008-07-27,16:00,Goias,Sport,Sport,Serra Dourada,1,2,GO,PE,2008,7,Sunday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2474,15,2008-07-27,18:10,Atletico-MG,Vitoria,Atletico-MG,Mineirão,2,1,MG,BA,2008,7,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2475,15,2008-07-27,18:10,Flamengo,Botafogo-RJ,-,Maracanã,0,0,RJ,RJ,2008,7,Sunday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2476,15,2008-07-27,18:10,Sao Paulo,Portuguesa,Sao Paulo,Morumbi,3,1,SP,SP,2008,7,Sunday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2477,16,2008-07-30,19:30,Cruzeiro,Nautico,Cruzeiro,Mineirão,4,2,MG,PE,2008,7,Wednesday,Vitória Mandante,2,6,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2478,16,2008-07-30,19:30,Vitoria,Athletico-PR,Vitoria,Barradão,2,1,BA,PR,2008,7,Wednesday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2479,16,2008-07-30,20:30,Portuguesa,Fluminense,Portuguesa,Canindé,3,1,SP,RJ,2008,7,Wednesday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2480,16,2008-07-30,20:30,Botafogo-RJ,Goias,Botafogo-RJ,Engenhão,2,0,RJ,GO,2008,7,Wednesday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2481,16,2008-07-30,21:50,Palmeiras,Flamengo,Palmeiras,Palestra Itália,1,0,SP,RJ,2008,7,Wednesday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
