partida_id,rodata,data,hora,mandante,visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado,ano,mes,dia_semana,tipo_resultado,diferenca_gols,total_gols,foi_equilibrado,foi_goleada,mandante_chutes,mandante_chutes_no_alvo,mandante_posse_de_bola,mandante_passes,mandante_precisao_passes,mandante_faltas,mandante_cartao_amarelo,mandante_cartao_vermelho,mandante_impedimentos,mandante_escanteios,visitante_chutes,visitante_chutes_no_alvo,visitante_posse_de_bola,visitante_passes,visitante_precisao_passes,visitante_faltas,visitante_cartao_amarelo,visitante_cartao_vermelho,visitante_impedimentos,visitante_escanteios,gols_contra,total_gols_registrados,gols_penalty,total_cartoes_amarelos,total_cartoes,total_cartoes_vermelhos
1,1,2003-03-29,16:00,Guarani,Vasco,Guarani,Brinco de Ouro,4,2,SP,RJ,2003,3,Saturday,Vitória Mandante,2,6,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2,1,2003-03-29,16:00,Athletico-PR,Gremio,Athletico-PR,Arena da Baixada,2,0,PR,RS,2003,3,Saturday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
3,1,2003-03-30,16:00,Flamengo,Coritiba,-,Maracanã,1,1,RJ,PR,2003,3,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4,1,2003-03-30,16:00,Goias,Paysandu,-,Serra Dourada,2,2,GO,PA,2003,3,Sunday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
5,1,2003-03-30,16:00,Internacional,Ponte Preta,-,Beira Rio,1,1,RS,SP,2003,3,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
6,1,2003-03-30,16:00,Criciuma,Fluminense,Criciuma,Heriberto Hulse,2,0,SC,RJ,2003,3,Sunday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
7,1,2003-03-30,16:00,Juventude,Sao Paulo,-,Alfredo Jaconi,2,2,RS,SP,2003,3,Sunday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
8,1,2003-03-30,16:00,Fortaleza,Bahia,-,Castelão,0,0,CE,BA,2003,3,Sunday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
9,1,2003-03-30,16:00,Cruzeiro,Sao Caetano,-,Mineirão,2,2,MG,SP,2003,3,Sunday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
10,1,2003-03-30,16:00,Vitoria,Figueirense,-,Barradão,1,1,BA,SC,2003,3,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
11,1,2003-03-30,18:00,Santos,Parana,-,Vila Belmiro,2,2,SP,PR,2003,3,Sunday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
12,1,2003-03-30,18:00,Corinthians,Atletico-MG,Atletico-MG,Pacaembu,0,3,SP,MG,2003,3,Sunday,Vitória Visitante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
13,2,2003-04-05,16:00,Fluminense,Fortaleza,-,Maracanã,1,1,RJ,CE,2003,4,Saturday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
14,2,2003-04-05,16:00,Atletico-MG,Santos,-,Mineirão,0,0,MG,SP,2003,4,Saturday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
15,2,2003-04-05,16:00,Coritiba,Internacional,Internacional,Couto Pereira,0,1,PR,RS,2003,4,Saturday,Vitória Visitante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
16,2,2003-04-05,18:00,Gremio,Guarani,Gremio,Olímpico,3,1,RS,SP,2003,4,Saturday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
17,2,2003-04-06,16:00,Bahia,Flamengo,Flamengo,Fonte Nova,1,2,BA,RJ,2003,4,Sunday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
18,2,2003-04-06,16:00,Figueirense,Corinthians,-,Orlando Scarpelli,3,3,SC,SP,2003,4,Sunday,Empate,0,6,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
19,2,2003-04-06,16:00,Paysandu,Vitoria,Vitoria,Mangueirão,1,2,PA,BA,2003,4,Sunday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
20,2,2003-04-06,16:00,Ponte Preta,Juventude,Ponte Preta,Moisés Lucarelli,1,0,SP,RS,2003,4,Sunday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
21,2,2003-04-06,16:00,Parana,Athletico-PR,Parana,Pinheirão,3,0,PR,PR,2003,4,Sunday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
22,2,2003-04-06,16:00,Sao Caetano,Criciuma,Sao Caetano,Anacleto Campanella,3,2,SP,SC,2003,4,Sunday,Vitória Mandante,1,5,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
23,2,2003-04-06,18:00,Sao Paulo,Cruzeiro,Cruzeiro,Morumbi,2,4,SP,MG,2003,4,Sunday,Vitória Visitante,2,6,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
24,2,2003-04-06,18:00,Vasco,Goias,Vasco,São Januário,6,4,RJ,GO,2003,4,Sunday,Vitória Mandante,2,10,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
25,4,2003-04-09,21:40,Paysandu,Santos,Paysandu,Mangueirão,2,1,PA,SP,2003,4,Wednesday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
37,3,2003-04-12,16:00,Internacional,Bahia,Internacional,Beira Rio,2,0,RS,BA,2003,4,Saturday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
38,3,2003-04-12,16:00,Santos,Figueirense,Santos,Vila Belmiro,2,0,SP,SC,2003,4,Saturday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
39,3,2003-04-12,16:00,Athletico-PR,Atletico-MG,Atletico-MG,Arena da Baixada,1,2,PR,MG,2003,4,Saturday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
40,3,2003-04-12,18:00,Corinthians,Paysandu,Corinthians,Pacaembu,6,1,SP,PA,2003,4,Saturday,Vitória Mandante,5,7,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
41,3,2003-04-13,16:00,Vitoria,Vasco,Vitoria,Barradão,2,1,BA,RJ,2003,4,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
42,3,2003-04-13,16:00,Criciuma,Sao Paulo,-,Heriberto Hulse,1,1,SC,SP,2003,4,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
43,3,2003-04-13,16:00,Fortaleza,Sao Caetano,-,Presidente Vargas,1,1,CE,SP,2003,4,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
44,3,2003-04-13,16:00,Juventude,Coritiba,Juventude,Alfredo Jaconi,2,1,RS,PR,2003,4,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
45,3,2003-04-13,16:00,Guarani,Parana,Guarani,Brinco de Ouro,2,0,SP,PR,2003,4,Sunday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
46,3,2003-04-13,16:00,Goias,Gremio,-,Serra Dourada,1,1,GO,RS,2003,4,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
47,3,2003-04-13,18:00,Cruzeiro,Ponte Preta,Cruzeiro,Mineirão,3,0,MG,SP,2003,4,Sunday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
48,3,2003-04-13,18:00,Flamengo,Fluminense,Flamengo,Maracanã,4,1,RJ,RJ,2003,4,Sunday,Vitória Mandante,3,5,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
26,4,2003-04-16,20:30,Bahia,Juventude,Bahia,Fonte Nova,3,1,BA,RS,2003,4,Wednesday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
27,4,2003-04-16,20:30,Gremio,Vitoria,Gremio,Olímpico,2,1,RS,BA,2003,4,Wednesday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
28,4,2003-04-16,20:30,Atletico-MG,Guarani,Atletico-MG,Mineirão,3,2,MG,SP,2003,4,Wednesday,Vitória Mandante,1,5,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
29,4,2003-04-16,20:30,Figueirense,Athletico-PR,-,Orlando Scarpelli,1,1,SC,PR,2003,4,Wednesday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
30,4,2003-04-16,20:30,Ponte Preta,Criciuma,-,Moisés Lucarelli,1,1,SP,SC,2003,4,Wednesday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
31,4,2003-04-16,21:40,Sao Caetano,Flamengo,-,Anacleto Campanella,1,1,SP,RJ,2003,4,Wednesday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
32,4,2003-04-16,21:40,Vasco,Corinthians,-,São Januário,2,2,RJ,SP,2003,4,Wednesday,Empate,0,4,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
33,4,2003-04-16,21:40,Coritiba,Cruzeiro,Cruzeiro,Couto Pereira,3,4,PR,MG,2003,4,Wednesday,Vitória Visitante,1,7,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
34,4,2003-04-17,20:30,Fluminense,Internacional,Fluminense,Maracanã,3,1,RJ,RS,2003,4,Thursday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
35,4,2003-04-17,20:30,Sao Paulo,Fortaleza,Sao Paulo,Morumbi,3,1,SP,CE,2003,4,Thursday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
36,4,2003-04-17,20:30,Parana,Goias,Parana,Pinheirão,3,1,PR,GO,2003,4,Thursday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
144,12,2003-04-18,20:30,Flamengo,Cruzeiro,Flamengo,Maracanã,3,0,RJ,MG,2003,4,Friday,Vitória Mandante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
49,5,2003-04-19,16:00,Bahia,Atletico-MG,Atletico-MG,Fonte Nova,2,4,BA,MG,2003,4,Saturday,Vitória Visitante,2,6,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
50,5,2003-04-19,16:00,Sao Caetano,Gremio,-,Anacleto Campanella,1,1,SP,RS,2003,4,Saturday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
51,5,2003-04-19,18:00,Flamengo,Santos,Santos,Maracanã,0,2,RJ,SP,2003,4,Saturday,Vitória Visitante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
52,5,2003-04-20,16:00,Sao Paulo,Vasco,Sao Paulo,Morumbi,3,1,SP,RJ,2003,4,Sunday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
53,5,2003-04-20,16:00,Internacional,Corinthians,Internacional,Beira Rio,2,1,RS,SP,2003,4,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
54,5,2003-04-20,16:00,Criciuma,Guarani,Criciuma,Heriberto Hulse,1,0,SC,SP,2003,4,Sunday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
55,5,2003-04-20,16:00,Juventude,Vitoria,-,Alfredo Jaconi,1,1,RS,BA,2003,4,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
56,5,2003-04-20,16:00,Fortaleza,Athletico-PR,Fortaleza,Presidente Vargas,1,0,CE,PR,2003,4,Sunday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
57,5,2003-04-20,16:00,Ponte Preta,Paysandu,-,Moisés Lucarelli,4,4,SP,PA,2003,4,Sunday,Empate,0,8,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
58,5,2003-04-20,18:00,Cruzeiro,Goias,Cruzeiro,Mineirão,4,1,MG,GO,2003,4,Sunday,Vitória Mandante,3,5,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
59,5,2003-04-20,18:00,Fluminense,Parana,-,Maracanã,0,0,RJ,PR,2003,4,Sunday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
60,5,2003-04-21,20:30,Coritiba,Figueirense,Coritiba,Couto Pereira,1,0,PR,SC,2003,4,Monday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
61,6,2003-04-26,16:00,Atletico-MG,Coritiba,Coritiba,Mineirão,1,2,MG,PR,2003,4,Saturday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
62,6,2003-04-26,16:00,Parana,Bahia,Parana,Pinheirão,3,1,PR,BA,2003,4,Saturday,Vitória Mandante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
63,6,2003-04-26,16:00,Vitoria,Internacional,Internacional,Barradão,0,3,BA,RS,2003,4,Saturday,Vitória Visitante,3,3,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
64,6,2003-04-26,18:00,Guarani,Cruzeiro,-,Brinco de Ouro,1,1,SP,MG,2003,4,Saturday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
65,6,2003-04-27,16:00,Corinthians,Flamengo,-,Pacaembu,1,1,SP,RJ,2003,4,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
66,6,2003-04-27,16:00,Goias,Juventude,Goias,Serra Dourada,7,0,GO,RS,2003,4,Sunday,Vitória Mandante,7,7,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
67,6,2003-04-27,16:00,Figueirense,Ponte Preta,-,Orlando Scarpelli,0,0,SC,SP,2003,4,Sunday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
68,6,2003-04-27,16:00,Santos,Fortaleza,Santos,Vila Belmiro,4,0,SP,CE,2003,4,Sunday,Vitória Mandante,4,4,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
69,6,2003-04-27,16:00,Gremio,Fluminense,Fluminense,Olímpico,0,1,RS,RJ,2003,4,Sunday,Vitória Visitante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
70,6,2003-04-27,16:00,Athletico-PR,Criciuma,Athletico-PR,Arena da Baixada,4,2,PR,SC,2003,4,Sunday,Vitória Mandante,2,6,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
71,6,2003-04-27,18:00,Paysandu,Sao Paulo,Paysandu,Mangueirão,5,2,PA,SP,2003,4,Sunday,Vitória Mandante,3,7,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
72,6,2003-04-27,18:00,Vasco,Sao Caetano,Vasco,São Januário,1,0,RJ,SP,2003,4,Sunday,Vitória Mandante,1,1,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
73,7,2003-05-03,16:00,Flamengo,Vitoria,Flamengo,Maracanã,2,1,RJ,BA,2003,5,Saturday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
74,7,2003-05-03,16:00,Bahia,Gremio,Bahia,Fonte Nova,2,1,BA,RS,2003,5,Saturday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
75,7,2003-05-03,18:00,Cruzeiro,Athletico-PR,Cruzeiro,Mineirão,5,2,MG,PR,2003,5,Saturday,Vitória Mandante,3,7,False,True,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
76,7,2003-05-04,16:00,Fortaleza,Corinthians,Corinthians,Castelão,1,2,CE,SP,2003,5,Sunday,Vitória Visitante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
77,7,2003-05-04,16:00,Sao Paulo,Figueirense,Sao Paulo,Morumbi,3,2,SP,SC,2003,5,Sunday,Vitória Mandante,1,5,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
78,7,2003-05-04,16:00,Sao Caetano,Paysandu,Sao Caetano,Anacleto Campanella,2,0,SP,PA,2003,5,Sunday,Vitória Mandante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
79,7,2003-05-04,16:00,Internacional,Goias,Internacional,Beira Rio,2,1,RS,GO,2003,5,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
80,7,2003-05-04,16:00,Ponte Preta,Atletico-MG,Ponte Preta,Moisés Lucarelli,2,1,SP,MG,2003,5,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
81,7,2003-05-04,16:00,Juventude,Guarani,-,Alfredo Jaconi,1,1,RS,SP,2003,5,Sunday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,7,2003-05-04,16:00,Coritiba,Parana,Coritiba,Couto Pereira,2,1,PR,PR,2003,5,Sunday,Vitória Mandante,1,3,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,7,2003-05-04,18:00,Criciuma,Santos,Santos,Heriberto Hulse,1,3,SC,SP,2003,5,Sunday,Vitória Visitante,2,4,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,7,2003-05-04,18:00,Fluminense,Vasco,-,Maracanã,0,0,RJ,RJ,2003,5,Sunday,Empate,0,0,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,8,2003-05-10,16:00,Goias,Flamengo,-,Serra Dourada,1,1,GO,RJ,2003,5,Saturday,Empate,0,2,True,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,8,2003-05-10,16:00,Santos,Cruzeiro,Cruzeiro,Vila Belmiro,0,2,SP,MG,2003,5,Saturday,Vitória Visitante,2,2,False,False,0.0,0.0,51.69882697947214,0.0,0.0,0,0,0,0,0,0.0,0.0,48.30117302052786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
